id,hotel_id,hotel_name,address,facilities_id,facilities_name,dateOfactive
34,1034,Test Hotel 34,Some Address in Dubai,2,NONAC,02-10-2002
34,1034,Test Hotel 34,Some Address in Dubai,3,FREEPARKING,02-10-2002
35,1035,Test Hotel 35,Some Address in Dubai,1,AC,02-10-2002
35,1035,Test Hotel 35,Some Address in Dubai,2,NONAC,02-10-2002
35,1035,Test Hotel 35,Some Address in Dubai,3,FREEPARKING,02-10-2002
36,1036,Test Hotel 36,Some Address in Dubai,1,AC,02-10-2002
36,1036,Test Hotel 36,Some Address in Dubai,2,NONAC,02-10-2002
36,1036,Test Hotel 36,Some Address in Dubai,3,FREEPARKING,02-10-2002
37,1037,Test Hotel 37,Some Address in Dubai,1,AC,02-10-2002
37,1037,Test Hotel 37,Some Address in Dubai,2,NONAC,02-10-2002
37,1037,Test Hotel 37,Some Address in Dubai,3,FREEPARKING,02-10-2002
38,1038,Test Hotel 38,Some Address in Dubai,1,AC,02-10-2002
38,1038,Test Hotel 38,Some Address in Dubai,2,NONAC,02-10-2002
38,1038,Test Hotel 38,Some Address in Dubai,3,FREEPARKING,02-10-2002
39,1039,Test Hotel 39,Some Address in Dubai,1,AC,02-10-2002
39,1039,Test Hotel 39,Some Address in Dubai,2,NONAC,02-10-2002
39,1039,Test Hotel 39,Some Address in Dubai,3,FREEPARKING,02-10-2002
40,1040,Test Hotel 40,Some Address in Dubai,1,AC,02-10-2002
40,1040,Test Hotel 40,Some Address in Dubai,2,NONAC,02-10-2002
40,1040,Test Hotel 40,Some Address in Dubai,3,FREEPARKING,02-10-2002
41,1041,Test Hotel 41,Some Address in Dubai,1,AC,02-10-2002
41,1041,Test Hotel 41,Some Address in Dubai,2,NONAC,02-10-2002
41,1041,Test Hotel 41,Some Address in Dubai,3,FREEPARKING,02-10-2002
42,1042,Test Hotel 42,Some Address in Dubai,1,AC,02-10-2002
42,1042,Test Hotel 42,Some Address in Dubai,2,NONAC,02-10-2002
42,1042,Test Hotel 42,Some Address in Dubai,3,FREEPARKING,02-10-2002
43,1043,Test Hotel 43,Some Address in Dubai,1,AC,02-10-2002
43,1043,Test Hotel 43,Some Address in Dubai,2,NONAC,02-10-2002
43,1043,Test Hotel 43,Some Address in Dubai,3,FREEPARKING,02-10-2002
44,1044,Test Hotel 44,Some Address in Dubai,1,AC,02-10-2002
44,1044,Test Hotel 44,Some Address in Dubai,2,NONAC,02-10-2002
44,1044,Test Hotel 44,Some Address in Dubai,3,FREEPARKING,02-10-2002
45,1045,Test Hotel 45,Some Address in Dubai,1,AC,02-10-2002
45,1045,Test Hotel 45,Some Address in Dubai,2,NONAC,02-10-2002
45,1045,Test Hotel 45,Some Address in Dubai,3,FREEPARKING,02-10-2002
46,1046,Test Hotel 46,Some Address in Dubai,1,AC,02-10-2002
46,1046,Test Hotel 46,Some Address in Dubai,2,NONAC,02-10-2002
46,1046,Test Hotel 46,Some Address in Dubai,3,FREEPARKING,02-10-2002
47,1047,Test Hotel 47,Some Address in Dubai,1,AC,02-10-2002
47,1047,Test Hotel 47,Some Address in Dubai,2,NONAC,02-10-2002
47,1047,Test Hotel 47,Some Address in Dubai,3,FREEPARKING,02-10-2002
48,1048,Test Hotel 48,Some Address in Dubai,1,AC,02-10-2002
48,1048,Test Hotel 48,Some Address in Dubai,2,NONAC,02-10-2002
48,1048,Test Hotel 48,Some Address in Dubai,3,FREEPARKING,02-10-2002
49,1049,Test Hotel 49,Some Address in Dubai,1,AC,02-10-2002
49,1049,Test Hotel 49,Some Address in Dubai,2,NONAC,02-10-2002
49,1049,Test Hotel 49,Some Address in Dubai,3,FREEPARKING,02-10-2002
50,1050,Test Hotel 50,Some Address in Dubai,1,AC,02-10-2002
50,1050,Test Hotel 50,Some Address in Dubai,2,NONAC,02-10-2002
50,1050,Test Hotel 50,Some Address in Dubai,3,FREEPARKING,02-10-2002
51,1051,Test Hotel 51,Some Address in Dubai,1,AC,02-10-2002
51,1051,Test Hotel 51,Some Address in Dubai,2,NONAC,02-10-2002
51,1051,Test Hotel 51,Some Address in Dubai,3,FREEPARKING,02-10-2002
52,1052,Test Hotel 52,Some Address in Dubai,1,AC,02-10-2002
52,1052,Test Hotel 52,Some Address in Dubai,2,NONAC,02-10-2002
52,1052,Test Hotel 52,Some Address in Dubai,3,FREEPARKING,02-10-2002
53,1053,Test Hotel 53,Some Address in Dubai,1,AC,02-10-2002
53,1053,Test Hotel 53,Some Address in Dubai,2,NONAC,02-10-2002
53,1053,Test Hotel 53,Some Address in Dubai,3,FREEPARKING,02-10-2002
54,1054,Test Hotel 54,Some Address in Dubai,1,AC,02-10-2002
54,1054,Test Hotel 54,Some Address in Dubai,2,NONAC,02-10-2002
54,1054,Test Hotel 54,Some Address in Dubai,3,FREEPARKING,02-10-2002
55,1055,Test Hotel 55,Some Address in Dubai,1,AC,02-10-2002
55,1055,Test Hotel 55,Some Address in Dubai,2,NONAC,02-10-2002
55,1055,Test Hotel 55,Some Address in Dubai,3,FREEPARKING,02-10-2002
56,1056,Test Hotel 56,Some Address in Dubai,1,AC,02-10-2002
56,1056,Test Hotel 56,Some Address in Dubai,2,NONAC,02-10-2002
56,1056,Test Hotel 56,Some Address in Dubai,3,FREEPARKING,02-10-2002
57,1057,Test Hotel 57,Some Address in Dubai,1,AC,02-10-2002
57,1057,Test Hotel 57,Some Address in Dubai,2,NONAC,02-10-2002
57,1057,Test Hotel 57,Some Address in Dubai,3,FREEPARKING,02-10-2002
58,1058,Test Hotel 58,Some Address in Dubai,1,AC,02-10-2002
58,1058,Test Hotel 58,Some Address in Dubai,2,NONAC,02-10-2002
58,1058,Test Hotel 58,Some Address in Dubai,3,FREEPARKING,02-10-2002
59,1059,Test Hotel 59,Some Address in Dubai,1,AC,02-10-2002
59,1059,Test Hotel 59,Some Address in Dubai,2,NONAC,02-10-2002
59,1059,Test Hotel 59,Some Address in Dubai,3,FREEPARKING,02-10-2002
60,1060,Test Hotel 60,Some Address in Dubai,1,AC,02-10-2002
60,1060,Test Hotel 60,Some Address in Dubai,2,NONAC,02-10-2002
60,1060,Test Hotel 60,Some Address in Dubai,3,FREEPARKING,02-10-2002
61,1061,Test Hotel 61,Some Address in Dubai,1,AC,02-10-2002
61,1061,Test Hotel 61,Some Address in Dubai,2,NONAC,02-10-2002
61,1061,Test Hotel 61,Some Address in Dubai,3,FREEPARKING,02-10-2002
62,1062,Test Hotel 62,Some Address in Dubai,1,AC,02-10-2002
62,1062,Test Hotel 62,Some Address in Dubai,2,NONAC,02-10-2002
62,1062,Test Hotel 62,Some Address in Dubai,3,FREEPARKING,02-10-2002
63,1063,Test Hotel 63,Some Address in Dubai,1,AC,02-10-2002
63,1063,Test Hotel 63,Some Address in Dubai,2,NONAC,02-10-2002
63,1063,Test Hotel 63,Some Address in Dubai,3,FREEPARKING,02-10-2002
64,1064,Test Hotel 64,Some Address in Dubai,1,AC,02-10-2002
64,1064,Test Hotel 64,Some Address in Dubai,2,NONAC,02-10-2002
64,1064,Test Hotel 64,Some Address in Dubai,3,FREEPARKING,02-10-2002
65,1065,Test Hotel 65,Some Address in Dubai,1,AC,02-10-2002
65,1065,Test Hotel 65,Some Address in Dubai,2,NONAC,02-10-2002
65,1065,Test Hotel 65,Some Address in Dubai,3,FREEPARKING,02-10-2002
66,1066,Test Hotel 66,Some Address in Dubai,1,AC,02-10-2002
66,1066,Test Hotel 66,Some Address in Dubai,2,NONAC,02-10-2002
66,1066,Test Hotel 66,Some Address in Dubai,3,FREEPARKING,02-10-2002
67,1067,Test Hotel 67,Some Address in Dubai,1,AC,02-10-2002
67,1067,Test Hotel 67,Some Address in Dubai,2,NONAC,02-10-2002
67,1067,Test Hotel 67,Some Address in Dubai,3,FREEPARKING,02-10-2002
68,1068,Test Hotel 68,Some Address in Dubai,1,AC,02-10-2002
68,1068,Test Hotel 68,Some Address in Dubai,2,NONAC,02-10-2002
68,1068,Test Hotel 68,Some Address in Dubai,3,FREEPARKING,02-10-2002
69,1069,Test Hotel 69,Some Address in Dubai,1,AC,02-10-2002
69,1069,Test Hotel 69,Some Address in Dubai,2,NONAC,02-10-2002
69,1069,Test Hotel 69,Some Address in Dubai,3,FREEPARKING,02-10-2002
70,1070,Test Hotel 70,Some Address in Dubai,1,AC,02-10-2002
70,1070,Test Hotel 70,Some Address in Dubai,2,NONAC,02-10-2002
70,1070,Test Hotel 70,Some Address in Dubai,3,FREEPARKING,02-10-2002
71,1071,Test Hotel 71,Some Address in Dubai,1,AC,02-10-2002
71,1071,Test Hotel 71,Some Address in Dubai,2,NONAC,02-10-2002
71,1071,Test Hotel 71,Some Address in Dubai,3,FREEPARKING,02-10-2002
72,1072,Test Hotel 72,Some Address in Dubai,1,AC,02-10-2002
72,1072,Test Hotel 72,Some Address in Dubai,2,NONAC,02-10-2002
72,1072,Test Hotel 72,Some Address in Dubai,3,FREEPARKING,02-10-2002
73,1073,Test Hotel 73,Some Address in Dubai,1,AC,02-10-2002
73,1073,Test Hotel 73,Some Address in Dubai,2,NONAC,02-10-2002
73,1073,Test Hotel 73,Some Address in Dubai,3,FREEPARKING,02-10-2002
74,1074,Test Hotel 74,Some Address in Dubai,1,AC,02-10-2002
74,1074,Test Hotel 74,Some Address in Dubai,2,NONAC,02-10-2002
74,1074,Test Hotel 74,Some Address in Dubai,3,FREEPARKING,02-10-2002
75,1075,Test Hotel 75,Some Address in Dubai,1,AC,02-10-2002
75,1075,Test Hotel 75,Some Address in Dubai,2,NONAC,02-10-2002
75,1075,Test Hotel 75,Some Address in Dubai,3,FREEPARKING,02-10-2002
76,1076,Test Hotel 76,Some Address in Dubai,1,AC,02-10-2002
76,1076,Test Hotel 76,Some Address in Dubai,2,NONAC,02-10-2002
76,1076,Test Hotel 76,Some Address in Dubai,3,FREEPARKING,02-10-2002
77,1077,Test Hotel 77,Some Address in Dubai,1,AC,02-10-2002
77,1077,Test Hotel 77,Some Address in Dubai,2,NONAC,02-10-2002
77,1077,Test Hotel 77,Some Address in Dubai,3,FREEPARKING,02-10-2002
78,1078,Test Hotel 78,Some Address in Dubai,1,AC,02-10-2002
78,1078,Test Hotel 78,Some Address in Dubai,2,NONAC,02-10-2002
78,1078,Test Hotel 78,Some Address in Dubai,3,FREEPARKING,02-10-2002
79,1079,Test Hotel 79,Some Address in Dubai,1,AC,02-10-2002
79,1079,Test Hotel 79,Some Address in Dubai,2,NONAC,02-10-2002
79,1079,Test Hotel 79,Some Address in Dubai,3,FREEPARKING,02-10-2002
80,1080,Test Hotel 80,Some Address in Dubai,1,AC,02-10-2002
80,1080,Test Hotel 80,Some Address in Dubai,2,NONAC,02-10-2002
80,1080,Test Hotel 80,Some Address in Dubai,3,FREEPARKING,02-10-2002
81,1081,Test Hotel 81,Some Address in Dubai,1,AC,02-10-2002
81,1081,Test Hotel 81,Some Address in Dubai,2,NONAC,02-10-2002
81,1081,Test Hotel 81,Some Address in Dubai,3,FREEPARKING,02-10-2002
82,1082,Test Hotel 82,Some Address in Dubai,1,AC,02-10-2002
82,1082,Test Hotel 82,Some Address in Dubai,2,NONAC,02-10-2002
82,1082,Test Hotel 82,Some Address in Dubai,3,FREEPARKING,02-10-2002
83,1083,Test Hotel 83,Some Address in Dubai,1,AC,02-10-2002
83,1083,Test Hotel 83,Some Address in Dubai,2,NONAC,02-10-2002
83,1083,Test Hotel 83,Some Address in Dubai,3,FREEPARKING,02-10-2002
84,1084,Test Hotel 84,Some Address in Dubai,1,AC,02-10-2002
84,1084,Test Hotel 84,Some Address in Dubai,2,NONAC,02-10-2002
84,1084,Test Hotel 84,Some Address in Dubai,3,FREEPARKING,02-10-2002
85,1085,Test Hotel 85,Some Address in Dubai,1,AC,02-10-2002
85,1085,Test Hotel 85,Some Address in Dubai,2,NONAC,02-10-2002
85,1085,Test Hotel 85,Some Address in Dubai,3,FREEPARKING,02-10-2002
86,1086,Test Hotel 86,Some Address in Dubai,1,AC,02-10-2002
86,1086,Test Hotel 86,Some Address in Dubai,2,NONAC,02-10-2002
86,1086,Test Hotel 86,Some Address in Dubai,3,FREEPARKING,02-10-2002
87,1087,Test Hotel 87,Some Address in Dubai,1,AC,02-10-2002
87,1087,Test Hotel 87,Some Address in Dubai,2,NONAC,02-10-2002
87,1087,Test Hotel 87,Some Address in Dubai,3,FREEPARKING,02-10-2002
88,1088,Test Hotel 88,Some Address in Dubai,1,AC,02-10-2002
88,1088,Test Hotel 88,Some Address in Dubai,2,NONAC,02-10-2002
88,1088,Test Hotel 88,Some Address in Dubai,3,FREEPARKING,02-10-2002
89,1089,Test Hotel 89,Some Address in Dubai,1,AC,02-10-2002
89,1089,Test Hotel 89,Some Address in Dubai,2,NONAC,02-10-2002
89,1089,Test Hotel 89,Some Address in Dubai,3,FREEPARKING,02-10-2002
90,1090,Test Hotel 90,Some Address in Dubai,1,AC,02-10-2002
90,1090,Test Hotel 90,Some Address in Dubai,2,NONAC,02-10-2002
90,1090,Test Hotel 90,Some Address in Dubai,3,FREEPARKING,02-10-2002
91,1091,Test Hotel 91,Some Address in Dubai,1,AC,02-10-2002
91,1091,Test Hotel 91,Some Address in Dubai,2,NONAC,02-10-2002
91,1091,Test Hotel 91,Some Address in Dubai,3,FREEPARKING,02-10-2002
92,1092,Test Hotel 92,Some Address in Dubai,1,AC,02-10-2002
92,1092,Test Hotel 92,Some Address in Dubai,2,NONAC,02-10-2002
92,1092,Test Hotel 92,Some Address in Dubai,3,FREEPARKING,02-10-2002
93,1093,Test Hotel 93,Some Address in Dubai,1,AC,02-10-2002
93,1093,Test Hotel 93,Some Address in Dubai,2,NONAC,02-10-2002
93,1093,Test Hotel 93,Some Address in Dubai,3,FREEPARKING,02-10-2002
94,1094,Test Hotel 94,Some Address in Dubai,1,AC,02-10-2002
94,1094,Test Hotel 94,Some Address in Dubai,2,NONAC,02-10-2002
94,1094,Test Hotel 94,Some Address in Dubai,3,FREEPARKING,02-10-2002
95,1095,Test Hotel 95,Some Address in Dubai,1,AC,02-10-2002
95,1095,Test Hotel 95,Some Address in Dubai,2,NONAC,02-10-2002
95,1095,Test Hotel 95,Some Address in Dubai,3,FREEPARKING,02-10-2002
96,1096,Test Hotel 96,Some Address in Dubai,1,AC,02-10-2002
96,1096,Test Hotel 96,Some Address in Dubai,2,NONAC,02-10-2002
96,1096,Test Hotel 96,Some Address in Dubai,3,FREEPARKING,02-10-2002
97,1097,Test Hotel 97,Some Address in Dubai,1,AC,02-10-2002
97,1097,Test Hotel 97,Some Address in Dubai,2,NONAC,02-10-2002
97,1097,Test Hotel 97,Some Address in Dubai,3,FREEPARKING,02-10-2002
98,1098,Test Hotel 98,Some Address in Dubai,1,AC,02-10-2002
98,1098,Test Hotel 98,Some Address in Dubai,2,NONAC,02-10-2002
98,1098,Test Hotel 98,Some Address in Dubai,3,FREEPARKING,02-10-2002
99,1099,Test Hotel 99,Some Address in Dubai,1,AC,02-10-2002
99,1099,Test Hotel 99,Some Address in Dubai,2,NONAC,02-10-2002
99,1099,Test Hotel 99,Some Address in Dubai,3,FREEPARKING,02-10-2002
100,1100,Test Hotel 100,Some Address in Dubai,1,AC,02-10-2002
100,1100,Test Hotel 100,Some Address in Dubai,2,NONAC,02-10-2002
100,1100,Test Hotel 100,Some Address in Dubai,3,FREEPARKING,02-10-2002
101,1101,Test Hotel 101,Some Address in Dubai,1,AC,02-10-2002
101,1101,Test Hotel 101,Some Address in Dubai,2,NONAC,02-10-2002
101,1101,Test Hotel 101,Some Address in Dubai,3,FREEPARKING,02-10-2002
102,1102,Test Hotel 102,Some Address in Dubai,1,AC,02-10-2002
102,1102,Test Hotel 102,Some Address in Dubai,2,NONAC,02-10-2002
102,1102,Test Hotel 102,Some Address in Dubai,3,FREEPARKING,02-10-2002
103,1103,Test Hotel 103,Some Address in Dubai,1,AC,02-10-2002
103,1103,Test Hotel 103,Some Address in Dubai,2,NONAC,02-10-2002
103,1103,Test Hotel 103,Some Address in Dubai,3,FREEPARKING,02-10-2002
104,1104,Test Hotel 104,Some Address in Dubai,1,AC,02-10-2002
104,1104,Test Hotel 104,Some Address in Dubai,2,NONAC,02-10-2002
104,1104,Test Hotel 104,Some Address in Dubai,3,FREEPARKING,02-10-2002
105,1105,Test Hotel 105,Some Address in Dubai,1,AC,02-10-2002
105,1105,Test Hotel 105,Some Address in Dubai,2,NONAC,02-10-2002
105,1105,Test Hotel 105,Some Address in Dubai,3,FREEPARKING,02-10-2002
106,1106,Test Hotel 106,Some Address in Dubai,1,AC,02-10-2002
106,1106,Test Hotel 106,Some Address in Dubai,2,NONAC,02-10-2002
106,1106,Test Hotel 106,Some Address in Dubai,3,FREEPARKING,02-10-2002
107,1107,Test Hotel 107,Some Address in Dubai,1,AC,02-10-2002
107,1107,Test Hotel 107,Some Address in Dubai,2,NONAC,02-10-2002
107,1107,Test Hotel 107,Some Address in Dubai,3,FREEPARKING,02-10-2002
108,1108,Test Hotel 108,Some Address in Dubai,1,AC,02-10-2002
108,1108,Test Hotel 108,Some Address in Dubai,2,NONAC,02-10-2002
108,1108,Test Hotel 108,Some Address in Dubai,3,FREEPARKING,02-10-2002
109,1109,Test Hotel 109,Some Address in Dubai,1,AC,02-10-2002
109,1109,Test Hotel 109,Some Address in Dubai,2,NONAC,02-10-2002
109,1109,Test Hotel 109,Some Address in Dubai,3,FREEPARKING,02-10-2002
110,1110,Test Hotel 110,Some Address in Dubai,1,AC,02-10-2002
110,1110,Test Hotel 110,Some Address in Dubai,2,NONAC,02-10-2002
110,1110,Test Hotel 110,Some Address in Dubai,3,FREEPARKING,02-10-2002
111,1111,Test Hotel 111,Some Address in Dubai,1,AC,02-10-2002
111,1111,Test Hotel 111,Some Address in Dubai,2,NONAC,02-10-2002
111,1111,Test Hotel 111,Some Address in Dubai,3,FREEPARKING,02-10-2002
112,1112,Test Hotel 112,Some Address in Dubai,1,AC,02-10-2002
112,1112,Test Hotel 112,Some Address in Dubai,2,NONAC,02-10-2002
112,1112,Test Hotel 112,Some Address in Dubai,3,FREEPARKING,02-10-2002
113,1113,Test Hotel 113,Some Address in Dubai,1,AC,02-10-2002
113,1113,Test Hotel 113,Some Address in Dubai,2,NONAC,02-10-2002
113,1113,Test Hotel 113,Some Address in Dubai,3,FREEPARKING,02-10-2002
114,1114,Test Hotel 114,Some Address in Dubai,1,AC,02-10-2002
114,1114,Test Hotel 114,Some Address in Dubai,2,NONAC,02-10-2002
114,1114,Test Hotel 114,Some Address in Dubai,3,FREEPARKING,02-10-2002
115,1115,Test Hotel 115,Some Address in Dubai,1,AC,02-10-2002
115,1115,Test Hotel 115,Some Address in Dubai,2,NONAC,02-10-2002
115,1115,Test Hotel 115,Some Address in Dubai,3,FREEPARKING,02-10-2002
116,1116,Test Hotel 116,Some Address in Dubai,1,AC,02-10-2002
116,1116,Test Hotel 116,Some Address in Dubai,2,NONAC,02-10-2002
116,1116,Test Hotel 116,Some Address in Dubai,3,FREEPARKING,02-10-2002
117,1117,Test Hotel 117,Some Address in Dubai,1,AC,02-10-2002
117,1117,Test Hotel 117,Some Address in Dubai,2,NONAC,02-10-2002
117,1117,Test Hotel 117,Some Address in Dubai,3,FREEPARKING,02-10-2002
118,1118,Test Hotel 118,Some Address in Dubai,1,AC,02-10-2002
118,1118,Test Hotel 118,Some Address in Dubai,2,NONAC,02-10-2002
118,1118,Test Hotel 118,Some Address in Dubai,3,FREEPARKING,02-10-2002
119,1119,Test Hotel 119,Some Address in Dubai,1,AC,02-10-2002
119,1119,Test Hotel 119,Some Address in Dubai,2,NONAC,02-10-2002
119,1119,Test Hotel 119,Some Address in Dubai,3,FREEPARKING,02-10-2002
120,1120,Test Hotel 120,Some Address in Dubai,1,AC,02-10-2002
120,1120,Test Hotel 120,Some Address in Dubai,2,NONAC,02-10-2002
120,1120,Test Hotel 120,Some Address in Dubai,3,FREEPARKING,02-10-2002
121,1121,Test Hotel 121,Some Address in Dubai,1,AC,02-10-2002
121,1121,Test Hotel 121,Some Address in Dubai,2,NONAC,02-10-2002
121,1121,Test Hotel 121,Some Address in Dubai,3,FREEPARKING,02-10-2002
